item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
6d4f1f59-7cc1-427b-906c-5fb7fff08c1f,560eabda-7c51-47a1-8ead-f67c147f63f6,1,化簡 $*\sqrt{10} * \sqrt{9}(*\sqrt{9} / \sqrt{29}(+\sqrt{14} + \sqrt{31})$,,,FAIL,介面契約不完整,0,4.5,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.02
9c39111f-51bd-4af6-943a-3bfa543d3aea,560eabda-7c51-47a1-8ead-f67c147f63f6,2,化簡 $*\sqrt{13} * \sqrt{39}(-\sqrt{25} / \sqrt{29}(+\sqrt{22} / \sqrt{41})$,,,FAIL,介面契約不完整,0,4.5,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.02
3e5e5893-81c2-4fc4-88ed-255cf2010475,560eabda-7c51-47a1-8ead-f67c147f63f6,3,化簡 $+\sqrt{46} + \sqrt{21}(*\sqrt{33} * \sqrt{23}(/\sqrt{18} * \sqrt{41})$,,,FAIL,介面契約不完整,0,4.5,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.01
2d83d664-5b11-4414-8241-01d8975a83c6,618cda75-23a4-4cad-8cd2-0e12ec5dea70,1,,,,ERROR,ValueError: invalid literal for int() with base 10: '1\\',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
d0213d27-8f3f-49d0-944d-8e3e4bc42b6f,618cda75-23a4-4cad-8cd2-0e12ec5dea70,2,,,,ERROR,ValueError: invalid literal for int() with base 10: '(4\\sqrt{22}+4\\sqrt{8})',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
a4835575-9de1-45f3-8883-fd0ed22214d1,618cda75-23a4-4cad-8cd2-0e12ec5dea70,3,,,,ERROR,ValueError: invalid literal for int() with base 10: '3\\',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
f38f157b-9ebc-4031-aac9-04c52101129e,29069987-a2f7-4c25-be10-b02113ba174c,1,化簡 $$(\sqrt{18} + +\sqrt{50} + -2\sqrt{8}) + 3(\sqrt{12} + +\sqrt{27})$$,,4\sqrt{2}+15\sqrt{3},PASS,,1,6.0,7.5,0.0,0.0,0.0,12.0,5,4,3,0.0,12.0,0.0,0.0,False,10,0.0,0,0,3464,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.03
e69884af-9a91-4cb5-bde2-a2ea02495873,29069987-a2f7-4c25-be10-b02113ba174c,2,化簡 $$(\sqrt{18} + +\sqrt{50} + -2\sqrt{8}) + 3(\sqrt{12} + +\sqrt{27})$$,,4\sqrt{2}+15\sqrt{3},PASS,,1,6.0,7.5,0.0,0.0,0.0,12.0,5,4,3,0.0,12.0,0.0,0.0,False,10,0.0,0,0,3464,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.02
36f299bd-ff5d-439e-a1b0-d36df4a14ad7,29069987-a2f7-4c25-be10-b02113ba174c,3,化簡 $$(\sqrt{18} + +\sqrt{50} + -2\sqrt{8}) + 3(\sqrt{12} + +\sqrt{27})$$,,4\sqrt{2}+15\sqrt{3},PASS,,1,6.0,7.5,0.0,0.0,0.0,12.0,5,4,3,0.0,12.0,0.0,0.0,False,10,0.0,0,0,3464,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.02
e1c290a9-a69b-47cf-afdd-d061d8953bf4,8de62e82-d0f4-45b5-89a6-dee98b43f019,1,化簡 $$(3\sqrt{75}++\sqrt{75}++3\sqrt{27}) + 1(\sqrt{20}++\sqrt{20})$$,,29\sqrt{3}+4\sqrt{5},PASS,,1,6.0,7.5,0.0,0.0,0.0,12.0,5,4,3,0.0,12.0,0.0,0.0,False,10,0.0,0,0,3575,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.04
bc2dafab-c94f-4dc0-a35a-d56ce8c3e755,8de62e82-d0f4-45b5-89a6-dee98b43f019,2,化簡 $$(\sqrt{80}++\sqrt{8}++2\sqrt{48}) + 4(\sqrt{50}++\sqrt{50})$$,,42\sqrt{2}+8\sqrt{3}+4\sqrt{5},PASS,,1,6.0,7.5,0.0,0.0,0.0,12.0,5,4,3,0.0,12.0,0.0,0.0,False,10,0.0,0,0,3575,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.04
ba11e479-47b8-4007-84b4-22a1767f7609,8de62e82-d0f4-45b5-89a6-dee98b43f019,3,化簡 $$(\sqrt{18}++\sqrt{8}++\sqrt{18}) + 3(\sqrt{125}++\sqrt{8})$$,,14\sqrt{2}+15\sqrt{5},PASS,,1,6.0,7.5,0.0,0.0,0.0,11.0,4,4,3,0.0,11.0,0.0,0.0,False,10,0.0,0,0,3575,1,✗ 標準形式 (異常: AttributeError) | ✗ 小數形式 (異常: AttributeError) | ✗ 省略乘號 (異常: AttributeError) | ✗ 明顯錯誤 (異常: AttributeError),PARTIAL,0.03
